"drug_type","case","details","year","percentage","sex","age","race","hispanic"
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2004,0.5,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2005,0.5,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2006,0.7,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2007,0.8,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2008,1.1,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2009,1.2,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2010,1,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2011,1.2,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2012,1.6,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2013,1.6,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2014,1.9,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2015,2.3,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2016,2.4,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 65-74 years",2017,2.6,"Male","65-74 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",1999,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2000,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2001,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2002,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2003,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2004,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2005,0.4,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2006,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2007,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2008,NA,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2009,0.5,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2010,0.5,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2011,0.6,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2012,0.5,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2013,0.7,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2014,0.7,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2015,0.9,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2016,0.9,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 75-84 years",2017,0.8,"Male","75-84 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",1999,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2000,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2001,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2002,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2003,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2004,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2005,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2006,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2007,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2008,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2009,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2010,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2011,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2012,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2013,1.1,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2014,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2015,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2016,NA,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Male: 85 years and over",2017,0.9,"Male","85 years and over",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",1999,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2000,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2001,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2002,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2003,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2004,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2005,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2006,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2007,0.1,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2008,0.1,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2009,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2010,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2011,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2012,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2013,NA,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2014,0.1,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2015,0.1,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2016,0.1,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: Under 15 years",2017,0.1,"Female","Under 15 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",1999,0.3,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2000,0.3,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2001,0.3,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2002,0.5,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2003,0.5,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2004,0.5,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2005,0.6,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2006,0.8,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2007,0.9,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2008,0.9,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2009,1,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2010,1.3,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2011,1.4,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2012,1.1,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2013,0.9,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2014,0.9,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2015,1,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2016,1.2,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 15-24 years",2017,1.4,"Female","15-24 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",1999,0.7,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2000,0.8,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2001,0.8,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2002,1.1,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2003,1.3,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2004,1.3,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2005,1.6,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2006,2,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2007,2.4,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2008,2.4,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2009,2.7,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2010,3.4,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2011,3.6,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2012,3.5,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2013,3.3,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2014,3.2,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2015,3.5,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2016,4.2,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 25-34 years",2017,4.3,"Female","25-34 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",1999,1.1,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2000,1.4,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2001,1.9,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2002,2.4,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2003,2.5,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2004,2.8,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2005,2.9,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2006,3.2,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2007,3.9,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2008,4.2,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2009,4.4,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2010,4.8,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2011,5.3,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2012,5.3,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2013,5.2,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2014,5.9,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2015,6.1,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2016,6.3,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 35-44 years",2017,5.8,"Female","35-44 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",1999,1.1,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2000,1.3,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2001,1.8,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2002,2.4,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2003,2.8,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2004,3.2,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2005,3.5,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2006,4.5,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2007,5.2,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2008,5.6,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2009,6,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2010,6.4,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2011,7.1,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2012,7.2,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2013,7.3,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2014,7.7,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2015,7.9,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2016,8.1,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 45-54 years",2017,8,"Female","45-54 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",1999,0.6,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2000,0.7,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2001,0.8,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2002,1,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2003,1.3,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2004,1.5,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2005,1.7,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2006,2.3,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2007,2.6,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2008,3.1,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2009,3.4,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2010,3.6,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2011,4,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2012,4.5,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2013,5,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2014,5.9,"Female","55-64 years",NA,NA
"Natural and semisynthetic opioids","Sex and age","Female: 55-64 years",2015,5.9,"Female","55-64 years",NA,NA
